parent_asin,category,title,description,brand,price,average_rating,rating_count,review_text,search_text
B09NKZHY5P,Cell Phones & Accessories,ABEIFAN Case for iPad pro 11 inch 2022/2021/2020/2018 iPad Air 10.9 Inch 5th Gen 2022 / 4th 2020 with Clear Acrylic Inner Case and Detachable Magnetic Cover Built-in Pencil Holder Auto Sleep/Wake Pink,"ABEIFAN Magnetic Folio Case with Detachable Design Compatible with iPad pro 11 inch 2022(4th Gen)/2021(3rd Gen)/2020(2nd Gen)/2018(1st Gen) & iPad Air 10.9 Inch 5th Gen 2022/4th Gen 2020 Protect your iPad pro 11 inch, iPad Air 10.9 inch comprehensively and enjoy a variety of viewing angles for your daily needs and high-class touch everyday with ABEIFAN protection case series. ★WHAT MAKES ABEIFAN DETACHABLE PROTECTION CASE FOR IPAD SO SPECIAL?★ √ Multi-Angle for Various Using Needs. Magnetic prot",ABEIFAN,34.98,4.2,54,"The case is a perfect addition to anyone's tablets. It comes in 2 colors Pink and Purple so you can choose which works best for you. It is a perfect gift for money and will save you much more because  To freaking hold my iPad.  Totally worthless.  I want a refunf The magnet is pretty useless! Tablet is too heavy for refrigerator so it just slides down. I can’t tell you how many times it has fallen of the backing from me just holding it in my lap. Bulky and will not support the iPad in portrait mode. Button areas of case are offset and impede function. Cae fits well ni does its job on protection, however, I wanted a case I could use either vertically or horizontally.  When you flip the iPad to the vertical position, the magnet is not strong enough a","Category: Cell Phones & Accessories | Brand: ABEIFAN | Product: ABEIFAN Case for iPad pro 11 inch 2022/2021/2020/2018 iPad Air 10.9 Inch 5th Gen 2022 / 4th 2020 with Clear Acrylic Inner Case and Detachable Magnetic Cover Built-in Pencil Holder Auto Sleep/Wake Pink | Description: ABEIFAN Magnetic Folio Case with Detachable Design Compatible with iPad pro 11 inch 2022(4th Gen)/2021(3rd Gen)/2020(2nd Gen)/2018(1st Gen) & iPad Air 10.9 Inch 5th Gen 2022/4th Gen 2020 Protect your iPad pro 11 inch, iPad Air 10.9 inch comprehensively and enjoy a variety of viewing angles for your  | Price: $34.98"
B0BBPSC42S,GPS & Navigation,for Honda CRV 2012-2016 Android Car Stereo Support Wireless Carplay/Android Auto with 9 inch Touchscreen WiFi GPS Navigation BT USB FM/RDS Radio Receiver Backup Camera Steering Wheel Control,,podofo,147.99,4.2,4,"Hooked this up in my 2012 Honda CR-V and it has no sound, nothing if I can gets some help with this I’ll change the review to 5 star because it is a nice setup",Category: GPS & Navigation | Brand: podofo | Product: for Honda CRV 2012-2016 Android Car Stereo Support Wireless Carplay/Android Auto with 9 inch Touchscreen WiFi GPS Navigation BT USB FM/RDS Radio Receiver Backup Camera Steering Wheel Control | Description:  | Price: $147.99
B008BUAWA4,Industrial & Scientific,"Brady X-7-498 IDXPERT 0.5"" Height, 0.5"" Width, B-498 Repositionable Vinyl Cloth, Black On White Color Label (300 Per Cartridge)","IDXPERT LABXPERT Series Repositionable Vinyl Cloth Lbls 0.5"" H x 0.5"" W 300 Lbls. The adhesive and cloth backing offers excellent holding power, yet allow for clean removal and repositioning. Sticks to any clean, dry surface. Specially formulated topcoat for excellent print quality. All-in-one cartridge includes label supply and R6200 Series ribbon. For use with IDXPERT Handheld Labeler, LABXPERT Handheld Labeler",Brady,92.77,3.9,8,"Good Product Half of the time we order these, they are great. Half the time, they malfunction and aren't usable and we have to order a new one. Works great as always. Fast shipping!!!","Category: Industrial & Scientific | Brand: Brady | Product: Brady X-7-498 IDXPERT 0.5"" Height, 0.5"" Width, B-498 Repositionable Vinyl Cloth, Black On White Color Label (300 Per Cartridge) | Description: IDXPERT LABXPERT Series Repositionable Vinyl Cloth Lbls 0.5"" H x 0.5"" W 300 Lbls. The adhesive and cloth backing offers excellent holding power, yet allow for clean removal and repositioning. Sticks to any clean, dry surface. Specially formulated topcoat for excellent print quality. All-in-one cartr | Price: $92.77"
B08V57T738,Camera & Photo,"Aluminum Alloy Curved Extension Pivot Arm Mount for GoPro Hero 4 5 6 7 8 9 10 11 Black Silver Session, AKASO/Campark/YI & Other Cameras",Package Includes: 1 x Curved Aluminum Extension Pivot Arm,Vcufflinks,16.99,4.0,30,"I tried to use this to mount my night vision, but unfortunately the three prong portion is far too loose to fit actual gopro mounts. Truly a bummer cause I wanted to use aluminum for this kit. I tried","Category: Camera & Photo | Brand: Vcufflinks | Product: Aluminum Alloy Curved Extension Pivot Arm Mount for GoPro Hero 4 5 6 7 8 9 10 11 Black Silver Session, AKASO/Campark/YI & Other Cameras | Description: Package Includes: 1 x Curved Aluminum Extension Pivot Arm | Price: $16.99"
B0894PV5LC,Computers,iPad 9.7 Inch 5/6 & Air 2 & PRO 9.7 [iPad 5th 6th Air 2nd Pro 9.7 ] A1893 A1954 A1822 A1823 A1474 A1475 A1476 A1566 A1567 A1673 Kick Stand Heavy Duty Rugged Case - Orange,"Key Features ✔Exclusively designed for all iPad 2018 (6th Gen) / 2017 (5th Gen) & Air 2 ✔360 Degree Kick Stand & Hand Strap ✔Full Protection & Precise Cutouts for Ports/Camera ✔Durable/Adjustable Shoulder Belt ✔Easy to Install Compatibility All iPad 2018 (6th Gen) / 2017 (5th Gen) & Air 2 Models iPad 9.7 2018 (6th Gen) ✔WiFi(A1893 ➨ MRJP2HN/A, MR7K2HN/A, MR7J2HN/A, MRJN2HN/A, MR7G2HN/A, MR7F2HN/A, MRJP2LL/A, MR7K2LL/A, MR7J2LL/A, MRJN2LL/A, MR7G2LL/A, MR7F2LL/A) ✔WiFi+Cellular(A1954 ➨ MRM52HN/A,",DuraSafe Cases,34.99,4.1,194,"Very nice case and fits perfectly My son loves this case, it was easy to put on and seems to be very durable. I am so happy with this product. Im a dropper and have dropped my Ipad now several times and low and behold no damage at all.<br />Really works better when I wear it around my neck with the handy stra The product that was sent didn't fit my device, even though I selected the correct one. Additionally, the picture shows that the pen has a spot on the front of the case but that wasn't on the item I r Took a second to figure out how to get it in there correctly but this case is amazing.  Does exactly what’s it’s supposed to do.",Category: Computers | Brand: DuraSafe Cases | Product: iPad 9.7 Inch 5/6 & Air 2 & PRO 9.7 [iPad 5th 6th Air 2nd Pro 9.7 ] A1893 A1954 A1822 A1823 A1474 A1475 A1476 A1566 A1567 A1673 Kick Stand Heavy Duty Rugged Case - Orange | Description: Key Features ✔Exclusively designed for all iPad 2018 (6th Gen) / 2017 (5th Gen) & Air 2 ✔360 Degree Kick Stand & Hand Strap ✔Full Protection & Precise Cutouts for Ports/Camera ✔Durable/Adjustable Shoulder Belt ✔Easy to Install Compatibility All iPad 2018 (6th Gen) / 2017 (5th Gen) & Air 2 Models iPa | Price: $34.99
B09LM9HWQ3,Amazon Home,CLORY Replacement Thermopro work for TP08S TP20 Thermopro Probe Replacement TP25 TP27 TP17 TP16 TP10 TP09 TP08 TP-08S TP-07 TP06S TP04,,CLORY,13.99,4.4,514,"A must have for outdoor grilling. These probes got me through my first beef brisket on the Traeger Grill. It turned out perfect. I would highly recommend for others use. A must have for outdoor grilling. These probes got me through my first beef brisket on the Traeger Grill. It turned out perfect. I would highly recommend for others use. Well made, pretty accurate. I use them constantly. Good for the everyday cook.  Nice and easy to use.  Love this thing A MUST",Category: Amazon Home | Brand: CLORY | Product: CLORY Replacement Thermopro work for TP08S TP20 Thermopro Probe Replacement TP25 TP27 TP17 TP16 TP10 TP09 TP08 TP-08S TP-07 TP06S TP04 | Description:  | Price: $13.99
B07S84M2J6,All Electronics,Logitech Harmony 950 Touch IR Remote Control - Discontinued by Manufacturer,Discontinued by Manufacturer,Logitech,548.99,4.0,1001,"But man is it touchy. Just moving your fingers above a static finger pad and it'll activate--hence the 4 stairs. I think there is a setting to change the length of time of press, but I haven't worked  Logitech makes the best universal remote controls and they keep introducing new models that are better and better. If you have half a dozen (or more) remote controls on your living room table and are  So far this is my initial view of this remote just having downloaded the software and set up the initial action. Logitech, you guys need to have your heads examined. It's a REMOTE. I should not need a I have had several Logitech remotes before. Recently I &#34;upgraded&#34; to the Ultimate All in One. Upgraded in quotes because it turned out to be a POS.Buttons in wrong places, sometimes button pre I have had a Harmony One since they first came out.  The battery was finally going and when I went to replace it I found the old battery was stuck in the body.  Turns out that is a common problem.  As",Category: All Electronics | Brand: Logitech | Product: Logitech Harmony 950 Touch IR Remote Control - Discontinued by Manufacturer | Description: Discontinued by Manufacturer | Price: $548.99
B0BKTNC5F2,Computers,"HP Envy Laptop, 17.3"" Full HD Touchscreen, 12th Gen Intel Core i7-1260P, 32GB RAM, 2TB PCIe SSD, IR Camera, Backlit Keyboard, HDMI, Wi-Fi 6, Windows 11 Home, Silver","Key Features and Benefits: CPU: Intel Core i7-1260P Processor (12 Cores, 16 Threads, 18MB Cache, Base 1.50GHz up to 4.7GHz Max Turbo Frequency) Memory: Up to 64GB DDR4 RAM Hard Drive: Up to 2TB PCIe Solid State Drive Operating System: Windows 11 Home Display: 17.3"" diagonal, FHD (1920 x 1080) touchscreen, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 300 nits Touchscreen: Yes Graphics: Intel Iris Xe Graphics Keyboard: Full-size, backlit(F4), natural silver keyboard with numeric keypad",HP,1219.99,2.6,4,"Excellent product, highly recommend seller!! A+++++ Support BDS! My husband bought this for me, for Christmas.  I'm glad he ordered early because Fedex said that they delivered, at midnight!  They hadn't.  We had to call & lodge a complaint.  It was delivered 2 day I bought this to use more as a desktop.  It is heavy and won’t slide around easily. That’s okay.<br />The worst feature is the keyboard backlighting. It does have an on off for the backlighting but it","Category: Computers | Brand: HP | Product: HP Envy Laptop, 17.3"" Full HD Touchscreen, 12th Gen Intel Core i7-1260P, 32GB RAM, 2TB PCIe SSD, IR Camera, Backlit Keyboard, HDMI, Wi-Fi 6, Windows 11 Home, Silver | Description: Key Features and Benefits: CPU: Intel Core i7-1260P Processor (12 Cores, 16 Threads, 18MB Cache, Base 1.50GHz up to 4.7GHz Max Turbo Frequency) Memory: Up to 64GB DDR4 RAM Hard Drive: Up to 2TB PCIe Solid State Drive Operating System: Windows 11 Home Display: 17.3"" diagonal, FHD (1920 x 1080) touchs | Price: $1219.99"
B08GQ26J2Y,Computers,AUTENS Replacement US Keyboard for HP Envy m6-w m6-w000 m6-w100 x360 Series Laptop Backlight No Frame Silver,"Tips: As this AUTENS replacement keyboard is compatible with many series of laptops, please check the pictures and description carefully before bidding. If you are not sure of which kind of keyboard you need, please do not hesitate to contact AUTENS customer service, and we will try our best to help. Or you can press Ctrl+F in the detail page and input your laptop's model number in the frame to check whether this keyboard fits for your laptop or not. Specification Color: Silver Letter: English C",AUTENS,39.99,3.3,9,"Bought this for my HP Envy x360 m6 Convertible.  While it appears to be a fit, I have not installed it because I can't find anyone willing to do it and the install is beyond my capabilities. The insta","Category: Computers | Brand: AUTENS | Product: AUTENS Replacement US Keyboard for HP Envy m6-w m6-w000 m6-w100 x360 Series Laptop Backlight No Frame Silver | Description: Tips: As this AUTENS replacement keyboard is compatible with many series of laptops, please check the pictures and description carefully before bidding. If you are not sure of which kind of keyboard you need, please do not hesitate to contact AUTENS customer service, and we will try our best to help | Price: $39.99"
B09WH8P4LS,All Electronics,"Crosky Bluetooth 5.2 Wireless Earbuds Gaming Earphones, 45ms Low Latency Stereo HiFi Sound Quality & Deep Bass Earphone, True Wireless Earbuds for Android and iPhone (Black)",,Crosky,18.98,4.0,80,"They worked great...until time to charge.  They were charged so my son was able to use them.  The port was defective so they couldn't be charged.  The reason I gave 5 stars is because the return was p Got these for Easter so I could experience the ""full blood resurrection"" as advertised in the picture. While I experienced no such phenomena, the sound quality of these earbuds is pretty good, if a li No lo escuchan a uno bien Very pleased with these Bluetooth ear buds. The battery lasts forever, instructions are easy to follow, the design is beautiful, and it even comes with different size rubber tips (which is my favorite Great sounds affordable excellent battery life!","Category: All Electronics | Brand: Crosky | Product: Crosky Bluetooth 5.2 Wireless Earbuds Gaming Earphones, 45ms Low Latency Stereo HiFi Sound Quality & Deep Bass Earphone, True Wireless Earbuds for Android and iPhone (Black) | Description:  | Price: $18.98"
B09ZJKRQK3,Tools & Home Improvement,"Legrand - OnQ 1X8 Enhanced Passive Video Splitter, Coaxial Cable Splitter for Quality Video, Cable Splitter Approved for Digital Cable, HDTV, and High-Speed Internet, 1GHz, VM1002","Product Description It’s time to take television to a whole new level. The new premium video splitters from On-Q/Legrand let you experience crystal-clear picture quality on TVs in the home. Whether it is HDTV, Digital Cable or Interactive TV, On-Q video products connect you to strong, consistent signals and the clearest and sharpest pictures. These high-performance splitters are designed for digital cable, On Demand, Pay-per-View and high-speed cable Internet. General info Color: Silver Finish: ",On-Q,32.29,4.6,223,Works great. No discernable signal loss. Compact and mounted sturdily in my On-Q enclosure. Much better value than in big box stores or manufacture website. Have used a few of these over the years.  Not worth the cost unless you plan on using in an enclosure for cleaner looking installation.  I would NOT recommend for use without the enclosure!  You can p I am designing and building my On-Q/Legrand TV / telephone / broadband data distrubtion panel.  I needed one of these among many other modules and supplies.  The angle-mounting capability of this modu Using this with an ANTOP antenna I only get 8 channels because this splitter only has 1.0 GHz bandwidth and the antenna needs 2.3 GHz bandwidth. When I connected the antenna directly I went to 48 chan,"Category: Tools & Home Improvement | Brand: On-Q | Product: Legrand - OnQ 1X8 Enhanced Passive Video Splitter, Coaxial Cable Splitter for Quality Video, Cable Splitter Approved for Digital Cable, HDTV, and High-Speed Internet, 1GHz, VM1002 | Description: Product Description It’s time to take television to a whole new level. The new premium video splitters from On-Q/Legrand let you experience crystal-clear picture quality on TVs in the home. Whether it is HDTV, Digital Cable or Interactive TV, On-Q video products connect you to strong, consistent sig | Price: $32.29"
B00VURKOUI,All Electronics,Generic Compatible Replacement AC Adapter Charger for Logitech Driving Force GT Racing Wheel Power Cord Charger,Brand New High Quality Generic Compatible Replacement AC Adapter Charger For Logitech Driving Force GT Racing Wheel Power Cord Charger,Generic,8.45,4.1,5,Works as said Great. Fast ship. Fixed my steering wheel cheap. Waaaaaaaay too short to use without an extension cord. My mistake for not thinking about that. And I think it's lacking some power(?).,Category: All Electronics | Brand: Generic | Product: Generic Compatible Replacement AC Adapter Charger for Logitech Driving Force GT Racing Wheel Power Cord Charger | Description: Brand New High Quality Generic Compatible Replacement AC Adapter Charger For Logitech Driving Force GT Racing Wheel Power Cord Charger | Price: $8.45
